rank,ORF,GENE,Putative TOR pathway,1 week ,2 week ,5 week ,7 weeks,Norm_1,Norm_2,Norm_5,Norm_7,Norm,Description,Function,Localization
1934,YDR415C,,,0.622538125,1.117169234,1.420507068,0.156310163,0.593759821,1.072802083,1.354666896,0.149762561,2.57723154,biological_process unknown,molecular_function unknown,cellular_component unknown
1935,YDR095C,,,1.826434242,1.099666987,0.731059935,0.862606122,1.742002981,1.055994918,0.697175477,0.826472827,2.579643222,,,
1936,YHL029C,,,1.039679955,1.145783122,1.264795372,0.282464462,0.99161828,1.100279602,1.206172401,0.270632443,2.577084445,biological_process unknown,molecular_function unknown,cytoplasm
1937,YHL013C,,,1.580403483,1.35445552,0.983796186,0.351199311,1.507345578,1.300664804,0.938197462,0.336488091,2.575350357,biological_process unknown,molecular_function unknown,cytoplasm
1938,YHL026C,,,1.441210689,1.213583712,2.057517042,-0.581811125,1.374587302,1.165387565,1.962151606,-0.557439917,2.570099254,biological_process unknown,molecular_function unknown,cellular_component unknown
1939,YDR305C,HNT2,,0.907861441,1.849877399,0.600251037,0.231303796,0.865893389,1.776411546,0.572429541,0.221614822,2.570455909,nucleoside catabolism,hydrolase activity*,cytoplasm*
1940,YOR231W,MKK1,,1.09138665,0.973364043,0.160818335,1.545438838,1.04093471,0.934707957,0.153364443,1.480702689,2.568775089,protein amino acid phosphorylation*,MAP kinase kinase activity,bud tip
1941,YNL333W,SNZ2,,2.214039369,1.576123479,1.082624433,0.019712314,2.11169014,1.513529463,1.032445042,0.018886594,2.5648611,thiamin biosynthesis*,protein binding,cellular_component unknown
1942,YKL070W,,,1.479421295,1.659106602,0.601029907,0.418037534,1.411031532,1.593217002,0.573172311,0.40052656,2.566915873,biological_process unknown,molecular_function unknown,cellular_component unknown
1943,YHR152W,SPO12,,1.30184945,1.312420591,1.249906644,0.113922875,1.241668367,1.260299246,1.191973762,0.109150814,2.561423822,regulation of exit from mitosis*,molecular_function unknown,nucleus*
1944,YDR315C,IPK1,,1.396272357,1.562725278,0.795724693,0.316133906,1.331726351,1.500663357,0.758843038,0.302891524,2.562397919,myo-inositol metabolism,inositol/phosphatidylinositol kinase activity,nucleus
1945,YPR195C,,,2.142851175,1.88798643,0.840131964,-0.053865605,2.04379279,1.813007119,0.801192043,-0.051609254,2.562589907,,,
1946,YGR236C,SPG1,,0.723794296,1.247464976,0.994348832,0.430991271,0.690335185,1.197923272,0.948260995,0.412937684,2.559121951,biological_process unknown,molecular_function unknown,cellular_component unknown
1947,YLL028W,TPO1,,1.711758934,1.769801755,0.468402639,0.432946555,1.632628811,1.699516019,0.446692286,0.414811064,2.561019368,polyamine transport,spermine transporter activity*,plasma membrane*
1948,YLR059C,REX2,,0.989633091,0.847717854,0.626827635,1.19614924,0.943884951,0.814051669,0.59777432,1.146044316,2.557870305,RNA processing,3'-5' exonuclease activity,mitochondrion
1949,YOR009W,TIR4,,1.195190271,0.904968657,1.073206136,0.691715285,1.139939762,0.869028819,1.023463281,0.662740354,2.555232454,biological_process unknown,molecular_function unknown,cell wall (sensu Fungi)
1950,YMR262W,,,2.030566558,1.05985194,1.4806295,0.126078384,1.936698796,1.017761082,1.412002667,0.120797147,2.550560896,biological_process unknown,molecular_function unknown,cellular_component unknown
1951,YOR118W,,,1.85121741,1.098496409,1.265523878,0.300602349,1.765640488,1.054870829,1.206867141,0.288010561,2.54974853,biological_process unknown,molecular_function unknown,cytoplasm
1952,YGR183C,QCR9,,1.295936196,1.128154853,1.020308823,0.516009402,1.236028467,1.08335142,0.973017746,0.494394531,2.550763697,aerobic respiration*,ubiquinol-cytochrome-c reductase activity,respiratory chain complex III (sensu Eukarya)
1953,YPL219W,PCL8,,0.89540142,1.438321772,0.780720033,0.445422761,0.854009363,1.3812004,0.744533841,0.42676466,2.552498901,regulation of glycogen biosynthesis*,"cyclin-dependent protein kinase, intrinsic regulator activity",cyclin-dependent protein kinase holoenzyme complex
1954,YCR004C,YCP4,,2.149455385,1.760656492,0.412559789,0.490997859,2.050091704,1.69073395,0.393437739,0.470430684,2.554602373,biological_process unknown,electron transporter activity,cytoplasm
1955,YBR255W,,,0.499991877,0.292880348,1.814347068,0.552921819,0.476878565,0.281248926,1.730252503,0.529760741,2.541262171,biological_process unknown,molecular_function unknown,cytoplasm
1956,YLR102C,APC9,,0.317928201,0.530490772,0.736848335,1.392140053,0.303231215,0.509422913,0.702695586,1.333825364,2.545943863,ubiquitin-dependent protein catabolism*,protein binding*,anaphase-promoting complex
1957,YER120W,SCS2,,1.615520097,0.352126141,1.812084259,0.494287868,1.540838843,0.338141837,1.728094575,0.47358288,2.539819292,chromatin silencing at telomere*,protein binding,endoplasmic reticulum*
1958,YKL050C,,,1.292594954,1.189664136,0.916196415,0.552580357,1.232841682,1.142417929,0.873730924,0.529433583,2.545582436,biological_process unknown,molecular_function unknown,cellular_component unknown
1959,YCL040W,GLK1,,1.039201006,1.163591783,0.846016884,0.645948307,0.991161471,1.117381011,0.806804198,0.618890487,2.543075696,carbohydrate metabolism,glucokinase activity,cytosol
1960,YLR389C,STE23,,1.158441958,1.607895615,0.76350121,0.284029551,1.104890227,1.544039804,0.728113106,0.272131973,2.544284883,proteolysis and peptidolysis*,metallopeptidase activity,integral to membrane
1961,YGR023W,MTL1,,1.481058389,0.844827161,1.193707631,0.616079206,1.412592947,0.811275777,1.13837956,0.590272559,2.539927895,cell wall organization and biogenesis,molecular_function unknown,integral to plasma membrane
1962,YML129C,COX14,,0.002304787,0.031433103,0.27153396,2.349949243,0.002198243,0.030184772,0.258948424,2.251513343,2.540646539,aerobic respiration*,molecular_function unknown,integral to membrane*
1963,YML057W,CMP2,,1.261741646,1.484616297,0.503726738,0.663525731,1.203414641,1.425656389,0.480379121,0.635731619,2.541767128,cell ion homeostasis*,calcium-dependent protein serine/threonine phosphatase activity,cytoplasm
1964,YOR352W,,,1.42595354,1.750433873,0.551249024,0.348588071,1.360035451,1.680917311,0.52569876,0.333986232,2.540602303,biological_process unknown,molecular_function unknown,cytoplasm*
1965,YNR059W,MNT4,,1.304130907,1.074997397,0.426862715,1.147237925,1.243844358,1.032305054,0.407077727,1.099181824,2.538564606,O-linked glycosylation,"alpha-1,3-mannosyltransferase activity",cellular_component unknown
1966,YML009C,MRPL39,,1.100292289,1.11644448,0.939888225,0.591480129,1.049428664,1.072106112,0.896324624,0.566703901,2.535134637,protein biosynthesis,structural constituent of ribosome,mitochondrial large ribosomal subunit
1967,YML095C,RAD10,,1.248751856,1.039878807,0.824114907,0.782694127,1.191025335,0.99858116,0.785917373,0.749908227,2.53440676,removal of nonhomologous ends*,single-stranded DNA specific endodeoxyribonuclease activity,nucleotide excision repair factor 1 complex
1968,YGL023C,PIB2,,1.646716429,1.033677223,1.636214067,-0.024485519,1.570593051,0.992625865,1.560375925,-0.023459857,2.529541934,vesicle-mediated transport,phosphatidylinositol binding,late endosome
1969,YLR309C,IMH1,,1.357797878,0.868217517,0.791061142,0.986015317,1.295030446,0.83373721,0.754395642,0.944712593,2.532845445,vesicle-mediated transport,molecular_function unknown,cytosol
1970,YNR024W,,,0.755382976,1.372793971,1.586293225,-0.314399493,0.720463604,1.318274964,1.512768903,-0.301229763,2.529814103,biological_process unknown,molecular_function unknown,nucleus
1971,YKR077W,,,1.919182912,1.787699554,0.384886416,0.471846644,1.830464123,1.716703026,0.36704702,0.452081686,2.535831732,biological_process unknown,molecular_function unknown,cytoplasm*
1972,YHR202W,,,0.964265372,1.068231178,0.541154827,1.034290658,0.919689915,1.025807548,0.516072427,0.990965751,2.532845726,biological_process unknown,molecular_function unknown,vacuole (sensu Fungi)
1973,YPR188C,MLC2,,0.587115086,1.022766506,1.202084059,0.417458957,0.559974297,0.982148456,1.146367742,0.399972218,2.528488416,biological_process unknown,molecular_function unknown,cellular_component unknown
1974,YMR258C,,,2.281474257,1.333745065,0.780620383,0.526698696,2.17600769,1.280776842,0.74443881,0.504636066,2.529851718,biological_process unknown,molecular_function unknown,cytoplasm*
1975,YDR479C,PEX29,,1.341925407,0.790323794,1.740652188,0.108353121,1.279891718,0.758936951,1.659973364,0.103814369,2.522724684,peroxisome organization and biogenesis,molecular_function unknown,peroxisomal membrane
1976,YCL026C-A,FRM2,,1.364647378,0.975939444,1.44147679,0.221750582,1.301563312,0.937181079,1.374664676,0.212461778,2.524307533,negative regulation of fatty acid metabolism,molecular_function unknown,cytoplasm*
1977,YLR334C,,,0.46832043,1.413954389,1.113208021,0.11027108,0.446671206,1.357800741,1.061611088,0.105651987,2.525063816,,,
1978,YDR011W,SNQ2,,0.774934056,0.880152474,1.645243668,0.111445014,0.739110889,0.845198183,1.568987007,0.106776747,2.520961937,response to drug*,xenobiotic-transporting ATPase activity,plasma membrane
1979,YBL060W,,,1.591782681,1.12902205,0.743719001,0.763977958,1.518198746,1.084184177,0.709247798,0.731976051,2.525408026,biological_process unknown,molecular_function unknown,cytoplasm*
1980,YGR038W,ORM1,,0.941763149,1.199724214,1.250765663,0.186035712,0.89822791,1.152078482,1.192792965,0.178242951,2.523114399,response to unfolded protein,molecular_function unknown,endoplasmic reticulum
1981,YJR026W,,,1.052505037,1.645023306,0.932482557,0.057663492,1.003850492,1.579693009,0.889262207,0.055248054,2.52420327,,,
1982,YPL152W,RRD2,,1.978357601,1.868380851,0.233547977,0.531059234,1.886903322,1.794180154,0.222723083,0.508813948,2.525717184,response to osmotic stress*,"protein phosphatase type 2A, intrinsic regulator activity",cytosol*
1983,YLR454W,FMP27,,0.71462369,0.754328729,0.442000177,1.436351304,0.681588513,0.724371391,0.421513572,1.376184671,2.522069633,biological_process unknown,molecular_function unknown,cellular_component unknown
1984,YLR444C,,,2.119949111,1.963573245,0.171355969,0.496686961,2.021949428,1.885592086,0.16341366,0.475881478,2.524887225,,,
1985,YJR031C,GEA1,,1.095658683,1.316151959,1.420944803,-0.108330711,1.045009258,1.263882427,1.355084342,-0.103792898,2.515173871,ER to Golgi transport*,ARF guanyl-nucleotide exchange factor activity,Golgi vesicle
1986,YMR313C,TGL3,,1.969228078,0.838972141,1.618718257,0.16913718,1.878195833,0.805653282,1.543691042,0.162052274,2.511396598,lipid metabolism,triacylglycerol lipase activity,lipid particle
1987,YCL023C,,,0.851701349,0.951705965,1.344487326,0.329222206,0.812329431,0.913910006,1.282170651,0.315431574,2.511512232,,,
1988,YFL010C,WWM1,,1.30483369,0.57861057,1.879363559,0.167376159,1.244514653,0.555631686,1.792255495,0.160365019,2.5082522,response to dessication,molecular_function unknown,cytoplasm*
1989,YKL009W,MRT4,,0.072621989,0.106897289,0.075465783,2.437184806,0.069264865,0.10265198,0.071967962,2.335094737,2.509714679,rRNA processing*,molecular_function unknown,nucleus*
1990,YGL096W,TOS8,,1.070472366,0.469047267,1.946058336,0.204441267,1.020987238,0.450419569,1.855858985,0.195877525,2.502156078,biological_process unknown,transcription factor activity,cellular_component unknown
1991,YJL168C,SET2,,0.298517974,0.212085215,0.245139111,2.162240928,0.284718272,0.203662483,0.23377697,2.071667852,2.509107305,"regulation of transcription, DNA-dependent*",histone-lysine N-methyltransferase activity,nucleus
1992,YNL141W,AAH1,,1.752318266,1.663111698,0.633765424,0.321301958,1.671313192,1.59706304,0.604390544,0.307843094,2.509296678,adenine catabolism,adenine deaminase activity,cytoplasm*
1993,YGR130C,,,1.487844083,0.981651451,0.947218707,0.688935679,1.419064956,0.94266624,0.90331534,0.660077182,2.506058762,biological_process unknown,molecular_function unknown,cytoplasm
1994,YHL033C,RPL8A,,0.715024158,0.608977021,0.89584131,1.112087977,0.681970468,0.584792166,0.854319274,1.065504255,2.504615695,protein biosynthesis,structural constituent of ribosome,cytosolic large ribosomal subunit (sensu Eukarya)
1995,YJL207C,,,0.705656488,1.073851372,1.109092552,0.429634301,0.673035841,1.031204542,1.05768637,0.411637555,2.500528467,biological_process unknown,molecular_function unknown,clathrin-coated vesicle
1996,YNL266W,,,1.755640394,0.926267549,1.094969993,0.590436696,1.674481747,0.889481849,1.044218388,0.565704176,2.499404413,,,
1997,YPL002C,SNF8,,0.049079471,0.025642964,0.015619799,2.570244836,0.046810656,0.024624582,0.014895825,2.462581079,2.502101486,protein-vacuolar targeting*,molecular_function unknown,endosome
1998,YOR253W,NAT5,,1.562163798,2.003625228,0.58106376,0.026487494,1.489949066,1.924053449,0.55413159,0.025377972,2.503563011,protein amino acid acetylation,peptide alpha-N-acetyltransferase activity,cytoplasm
1999,YOL032W,,,1.783823199,1.774376755,0.80917956,0.027015573,1.701361735,1.703909328,0.771674276,0.025883931,2.501467534,biological_process unknown,molecular_function unknown,cytoplasm*
2000,YPL057C,SUR1,,1.989335631,1.654891231,0.42428512,0.529977138,1.897373866,1.58916904,0.404619603,0.507777179,2.501565823,sphingolipid biosynthesis*,"transferase activity, transferring glycosyl groups",intracellular
2001,YMR278W,,,1.931732821,1.1888666,1.429054053,-0.009005472,1.842433883,1.141652066,1.36281773,-0.008628246,2.49584155,biological_process unknown,molecular_function unknown,cytoplasm*
2002,YDL171C,GLT1,,1.797690713,1.39324695,0.558336402,0.655831526,1.71458819,1.337915675,0.53245764,0.628359713,2.498733027,glutamate biosynthesis,glutamate synthase (NADH) activity,cell
2003,YPL064C,CWC27,,1.664678783,1.5491986,0.868394799,0.189608678,1.587725052,1.487673876,0.828144902,0.181666251,2.497485029,biological_process unknown,molecular_function unknown,spliceosome complex
2004,YNL301C,RPL18B,,0.916952991,1.272876676,1.445194524,-0.111099159,0.874564661,1.222325774,1.378210094,-0.106445379,2.494090489,protein biosynthesis,structural constituent of ribosome,cytosolic large ribosomal subunit (sensu Eukarya)
2005,YJR106W,ECM27,,0.943888375,1.121521022,1.314054005,0.171218652,0.900254893,1.076981044,1.253147907,0.164046556,2.494175507,cell wall organization and biogenesis,molecular_function unknown,cellular_component unknown
2006,YPR145W,ASN1,,1.611722013,1.278092699,0.859099302,0.469509587,1.537216335,1.227334649,0.819280249,0.449842524,2.496457422,asparagine biosynthesis,asparagine synthase (glutamine-hydrolyzing) activity,cytoplasm
2007,YLL053C,,,0.482425323,0.990747157,0.881185901,0.733886451,0.460124067,0.95140072,0.840343139,0.703145032,2.494888892,biological_process unknown,molecular_function unknown,cellular_component unknown
2008,YOR094W,ARF3,,0.917670776,0.639319735,1.332337324,0.633961564,0.875249265,0.613929853,1.270583799,0.607405851,2.491919503,intracellular protein transport,ARF small monomeric GTPase activity,cellular_component unknown
2009,YIL045W,PIG2,,1.639837616,0.821346084,0.983284151,0.800754486,1.564032227,0.788727225,0.937709159,0.767212064,2.493648448,biological_process unknown,protein phosphatase regulator activity,cytoplasm
2010,YMR261C,TPS3,,2.365015161,1.801211584,0.714416836,0.087487817,2.255686718,1.729678441,0.681303782,0.083823082,2.494805304,response to stress*,"alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity","alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)"
2011,YCL056C,,,1.673747887,1.028168695,1.599973312,-0.025306381,1.596374915,0.987336103,1.525814921,-0.024246334,2.488904689,biological_process unknown,molecular_function unknown,cytoplasm
2012,YER056C,FCY2,,0.511918422,0.616026184,0.797047098,1.189241599,0.488253777,0.59156138,0.76010415,1.139426026,2.491091556,purine transport*,cytosine-purine permease activity,plasma membrane
2013,YBR059C,AKL1,,0.807929271,0.858683866,1.507658901,0.233682851,0.770580821,0.824582178,1.437779261,0.223894222,2.486255661,biological_process unknown,protein kinase activity,cytoplasm*
2014,YOR089C,VPS21,,2.212465524,1.365394337,0.741874674,0.492621667,2.11018905,1.311169198,0.707488955,0.471986474,2.490644627,protein-vacuolar targeting*,GTPase activity*,late endosome
2015,YML078W,CPR3,,1.63347851,1.112411203,0.920516545,0.566486712,1.557967086,1.068233012,0.877850817,0.542757421,2.48884125,protein folding,peptidyl-prolyl cis-trans isomerase activity,mitochondrion
2016,YDR295C,HDA2,,1.05406293,1.340788591,0.717965739,0.540378468,1.005336367,1.287540642,0.684688194,0.517742813,2.489971649,"regulation of transcription, DNA-dependent*",histone deacetylase activity,nucleus*
2017,YMR184W,,,1.374410698,0.629131524,1.881721914,0.088195149,1.310875299,0.604146255,1.794504541,0.084500785,2.483151581,biological_process unknown,molecular_function unknown,cytoplasm
2018,YER066W,,,0.908409277,1.013362181,0.772720849,0.811148492,0.8664159,0.973117613,0.736905417,0.777170681,2.487193711,biological_process unknown,molecular_function unknown,cellular_component unknown
2019,YHR176W,FMO,,1.222805402,1.030468375,0.902617207,0.663731326,1.166278318,0.989544453,0.860781109,0.635928602,2.486254164,protein folding,monooxygenase activity,endoplasmic reticulum membrane
2020,YBR037C,SCO1,,0.587791423,1.312183811,1.340901464,-0.0585125,0.560619368,1.26007187,1.278750993,-0.056061498,2.482761365,protein complex assembly*,molecular_function unknown,mitochondrial inner membrane
2021,YKL133C,,,1.938424462,1.76893152,0.421439306,0.402571058,1.848816187,1.698680344,0.401905692,0.385707951,2.486293988,biological_process unknown,molecular_function unknown,cellular_component unknown
2022,YBR273C,,,0.978208604,1.24912938,1.256803373,0.085124168,0.932988588,1.199521576,1.198550829,0.081558442,2.479630848,biological_process unknown,molecular_function unknown,endoplasmic reticulum
2023,YNL254C,,,2.043501768,1.710005112,0.520324008,0.358556573,1.949036045,1.642094134,0.496207111,0.343537168,2.481838413,biological_process unknown,molecular_function unknown,cytoplasm*
2024,YMR269W,,,0.946465442,0.706586345,1.530455292,0.35054834,0.902712829,0.678525043,1.459519045,0.335864388,2.473908476,biological_process unknown,molecular_function unknown,nucleolus
2025,YFR048W,RMD8,,0.374695228,0.072727801,0.025024551,2.489663685,0.357374051,0.069839496,0.023864669,2.385375353,2.479079518,biological_process unknown,molecular_function unknown,cytoplasm
2026,YLR351C,NIT3,,1.698923244,1.477662735,0.217968679,0.89158243,1.620386482,1.41897898,0.207865881,0.85423536,2.481080221,biological_process unknown,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in other compounds",cytoplasm*
2027,YHR035W,,,1.368253265,1.15195987,2.08543247,-0.652004727,1.305002508,1.106211047,1.98877316,-0.624693213,2.470290994,biological_process unknown,molecular_function unknown,cellular_component unknown
2028,YDR384C,ATO3,,0.874308182,0.811475081,1.310448849,0.463084884,0.83389121,0.779248238,1.24970985,0.443686943,2.47264503,transport*,transporter activity,membrane
2029,YIR020W-B,,,1.015888254,1.102838219,0.611051754,0.870245622,0.968926406,1.059040208,0.582729647,0.833792319,2.475562175,,,
2030,YNL269W,BSC4,,1.980325333,1.421346463,0.55894832,0.599440486,1.888780091,1.364899247,0.533041195,0.57433081,2.472271252,biological_process unknown,molecular_function unknown,cellular_component unknown
2031,YGL222C,EDC1,,1.591060214,0.746918942,1.484990927,0.347820056,1.517509676,0.717255875,1.416161943,0.333250388,2.466668206,deadenylation-dependent decapping,mRNA binding,cytoplasm
2032,YGL211W,,,1.014473291,0.537184536,0.830453902,1.210630765,0.967576853,0.515850841,0.791962557,1.159919232,2.46773263,biological_process unknown,molecular_function unknown,mitochondrion
2033,YDR535C,,,1.285324624,0.817579865,0.335376156,1.421854765,1.22590744,0.785110577,0.319831549,1.362295371,2.467237497,,,
2034,YDL009C,,,1.180506745,0.938529493,0.967368705,0.666407388,1.125935017,0.901256823,0.92253139,0.638492568,2.462280781,,,
2035,YDR383C,NKP1,,0.837859373,0.92985327,1.026337645,0.615441638,0.799127333,0.892925167,0.978767134,0.589661698,2.461353998,biological_process unknown,molecular_function unknown,kinetochore
2036,YPR131C,NAT3,,0.090555137,0.045479053,0.021433291,2.50290045,0.086369011,0.043672902,0.020439863,2.39805765,2.462170415,N-terminal peptidyl-methionine acetylation,peptide alpha-N-acetyltransferase activity,cytoplasm
2037,YMR087W,,,0.714991744,1.018198418,0.951574251,0.599952243,0.681939552,0.977761784,0.907469006,0.57482113,2.46005192,biological_process unknown,molecular_function unknown,cellular_component unknown
2038,YCR073C,SSK22,,1.216709501,0.992189175,1.487118477,0.089879897,1.160464214,0.95278547,1.418190881,0.086114961,2.457091312,protein amino acid phosphorylation*,MAP kinase kinase kinase activity,cellular_component unknown
2039,YFL030W,AGX1,,1.544045496,1.398050925,0.686873826,0.483585999,1.472668325,1.342528865,0.655037384,0.463329296,2.460895546,glyoxylate cycle,alanine-glyoxylate transaminase activity,cellular_component unknown
2040,YDR117C,,,1.350417572,1.061165909,1.487118637,0.019073148,1.287991312,1.019022868,1.418191034,0.018274202,2.455488104,biological_process unknown,RNA binding,cellular_component unknown
2041,YOL132W,GAS4,,2.131833533,1.143480558,0.869521726,0.552400841,2.033284464,1.098068481,0.829219596,0.529261586,2.456549664,biological_process unknown,molecular_function unknown,cell wall (sensu Fungi)
2042,YKL094W,YJU3,,0.578436443,0.781430211,0.460495717,1.322410923,0.551696844,0.750396567,0.439151848,1.267017084,2.456565499,biological_process unknown,molecular_function unknown,cytoplasm*
2043,YNL068C,FKH2,,1.142409012,2.944896088,0.742943861,-1.1254996,1.089598442,2.827942769,0.708508586,-1.078354085,2.458097269,pseudohyphal growth*,transcription factor activity,nucleus
2044,YOL098C,,,1.180018658,0.759491414,0.785542246,1.01572322,1.125469493,0.729329045,0.749132546,0.973176076,2.451637666,biological_process unknown,molecular_function unknown,cytoplasm
2045,YMR092C,AIP1,,2.09556045,1.804987502,0.250850673,0.504707602,1.998688191,1.733304402,0.239223803,0.483566147,2.456094352,response to osmotic stress*,actin filament severing activity,cytoplasm*
2046,YJR096W,,,0.953807197,1.19831066,1.308359626,0.05161492,0.909715194,1.150721066,1.247717462,0.049452847,2.447891375,arabinose metabolism*,aldo-keto reductase activity*,cytoplasm*
2047,YDR185C,,,1.144867523,1.008747942,1.064073917,0.483823929,1.091943302,0.968686623,1.014754338,0.46355726,2.446998222,biological_process unknown,molecular_function unknown,mitochondrion
2048,YMR171C,,,0.916624275,1.087573126,0.980544776,0.486280278,0.874251141,1.044381352,0.935096754,0.465910716,2.445388821,biological_process unknown,molecular_function unknown,endosome
2049,YMR025W,CSI1,,2.153013079,1.739644952,0.723643051,0.085605828,2.053484935,1.67055686,0.690102364,0.082019926,2.44267915,adaptation to pheromone during conjugation with cellular fusion*,molecular_function unknown,signalosome complex
2050,YNL134C,,,1.001301226,1.133523641,1.120605491,0.294357392,0.955013698,1.088506992,1.068665687,0.282027196,2.439199875,biological_process unknown,alcohol dehydrogenase (NADP) activity,cytoplasm*
2051,YJL092W,HPR5,,0.224649763,0.420288812,0.255328352,1.872861004,0.214264794,0.403597503,0.243493942,1.794409625,2.44150107,DNA repair*,DNA helicase activity,nucleus
2052,YDR220C,,,1.029496807,1.001561628,1.136365519,0.410135776,0.981905872,0.961785706,1.083695241,0.392955795,2.438436742,,,
2053,YKL006W,RPL14A,,0.772623674,0.264685751,0.10018991,2.182741483,0.736907309,0.254174047,0.095546131,2.091309669,2.441029846,protein biosynthesis,structural constituent of ribosome*,cytosolic large ribosomal subunit (sensu Eukarya)
2054,YNL051W,COG5,,1.438971392,1.731609183,0.660752454,0.155178831,1.372451521,1.662840223,0.630126731,0.148678619,2.441645573,intra-Golgi transport,molecular_function unknown,Golgi transport complex
2055,YPR069C,SPE3,,1.900445574,1.462146625,0.560887983,0.523806467,1.812592963,1.404079075,0.534890955,0.501864988,2.440835019,pantothenate biosynthesis*,spermidine synthase activity,cytoplasm*
2056,YHR031C,RRM3,,0.923736813,0.721246884,1.491486801,0.33340802,0.881034885,0.692603355,1.422356735,0.319442051,2.43440214,DNA replication,DNA helicase activity*,nuclear telomeric heterochromatin
2057,YDL155W,CLB3,,2.142792304,1.491224657,0.643636593,0.40893831,2.04373664,1.432002305,0.613804187,0.391808489,2.43761498,G1/S transition of mitotic cell cycle*,"cyclin-dependent protein kinase, intrinsic regulator activity",cytoplasm*
2058,YHR137W,ARO9,,0.614645137,1.188973784,1.055353055,0.298977946,0.586231706,1.141754994,1.006437686,0.286454202,2.434646882,aromatic amino acid family metabolism,aromatic-amino-acid transaminase activity,cytoplasm*
2059,YMR158C-B,,,1.545319274,0.832475997,0.422257731,1.288140569,1.47388322,0.799415126,0.402686183,1.234182265,2.436283574,,,
2060,YGL056C,SDS23,,1.671614452,1.594169408,0.399489337,0.54862166,1.594340103,1.530858718,0.380973099,0.52564071,2.437472527,biological_process unknown,molecular_function unknown,cytoplasm*
2061,YBL094C,,,0.579870142,0.857250414,0.571425256,1.112735973,0.553064267,0.823205654,0.544939828,1.066125108,2.43427059,,,
2062,YPR042C,PUF2,,0.902609841,0.839716607,1.020139047,0.679255095,0.860884557,0.806368183,0.972855839,0.650802103,2.430026125,"mRNA catabolism, deadenylation-dependent",mRNA binding,cytoplasm
2063,YER055C,HIS1,,0.543524114,0.856862172,1.733433227,-0.053525235,0.518398421,0.82283283,1.653089,-0.051283142,2.424638688,histidine biosynthesis,ATP phosphoribosyltransferase activity,cell
2064,YDR058C,TGL2,,0.552570015,1.191169834,1.392348637,-0.047073873,0.527026154,1.14386383,1.327813601,-0.045102018,2.426575413,lipid metabolism,triacylglycerol lipase activity,cellular_component unknown
2065,YKL218C,,,2.145943341,1.542947827,0.625642408,0.367011175,2.046742013,1.481671346,0.596644028,0.351637619,2.429952993,biological_process unknown,molecular_function unknown,cellular_component unknown
2066,YLR282C,,,0.900469352,1.102844475,0.658026715,0.774489933,0.858843017,1.059046216,0.62752733,0.742047695,2.42862124,,,
2067,YER060W,FCY21,,1.459441563,1.042294314,1.332533381,0.159445555,1.39197541,1.000900738,1.270770769,0.152766616,2.424438123,biological_process unknown,cytosine-purine permease activity,integral to membrane
2068,YPL260W,,,2.267055918,1.825079886,0.417393231,0.289217558,2.162255873,1.752598839,0.398047152,0.277102662,2.427748653,biological_process unknown,molecular_function unknown,cytoplasm*
2069,YAR023C,,,1.374599675,0.823901618,1.249830154,0.45790673,1.31105554,0.791181269,1.191900817,0.438725694,2.421807779,biological_process unknown,molecular_function unknown,cellular_component unknown
2070,YOL114C,,,0.559166118,1.046146279,0.712666535,0.771439495,0.533317336,1.004599727,0.679634607,0.739125035,2.423359368,biological_process unknown,molecular_function unknown,cellular_component unknown
2071,YFL034W,,,1.074117555,0.742122213,1.307153284,0.480878995,1.02446392,0.712649643,1.246567033,0.460735685,2.419952361,biological_process unknown,molecular_function unknown,cellular_component unknown
2072,YKL174C,,,0.749534555,0.704286781,0.597023882,1.228763554,0.71488554,0.676316804,0.569351964,1.177292465,2.422961233,biological_process unknown,molecular_function unknown,cellular_component unknown
2073,YJL211C,,,0.548477752,0.257266233,0.008162581,2.264626762,0.523123065,0.247049187,0.007784247,2.169764894,2.424598328,,,
2074,YPL199C,,,1.161893191,1.647215929,0.517677667,0.362295747,1.108181918,1.581798554,0.493683428,0.347119714,2.422601696,biological_process unknown,molecular_function unknown,cytoplasm
2075,YLR433C,CNA1,,1.526380688,2.012924618,0.218484268,0.292923643,1.455820115,1.932983524,0.208357573,0.280653505,2.421994601,cell wall organization and biogenesis*,calcium-dependent protein serine/threonine phosphatase activity,cytoplasm
2076,YMR259C,,,2.307463725,1.385170717,0.96315909,0.174977527,2.200795733,1.330160181,0.91851689,0.167647977,2.416325048,biological_process unknown,molecular_function unknown,cytoplasm
2077,YBR180W,DTR1,,1.005872646,1.38691573,0.846991775,0.288325922,0.959373794,1.331835892,0.807733903,0.276248375,2.415818171,spore wall assembly (sensu Saccharomyces)*,multidrug transporter activity*,prospore membrane
2078,YMR173W,DDR48,,1.070404506,0.989688504,1.363205922,0.167136291,1.020922515,0.95038411,1.300021644,0.160135199,2.410540953,DNA repair,molecular_function unknown,cytoplasm
2079,YDR089W,,,1.200822115,1.229704614,0.954062029,0.334464327,1.14531126,1.180868244,0.909841476,0.320454111,2.41116383,membrane organization and biogenesis,molecular_function unknown,membrane
2080,YLL030C,,,0.393503072,0.967542561,0.635968498,0.910736621,0.375312458,0.929117669,0.606491506,0.87258721,2.408196385,,,
